Pitch_Mean,Pitch_Std,Jitter_Mean,Jitter_Std,Shimmer_Mean,Shimmer_Std,HNR_Mean,MFCC_1_Mean,MFCC_1_Std,MFCC_2_Mean,MFCC_2_Std,MFCC_3_Mean,MFCC_3_Std,MFCC_4_Mean,MFCC_4_Std,MFCC_5_Mean,MFCC_5_Std,MFCC_6_Mean,MFCC_6_Std,MFCC_7_Mean,MFCC_7_Std,MFCC_8_Mean,MFCC_8_Std,MFCC_9_Mean,MFCC_9_Std,MFCC_10_Mean,MFCC_10_Std,MFCC_11_Mean,MFCC_11_Std,MFCC_12_Mean,MFCC_12_Std,MFCC_13_Mean,MFCC_13_Std,Delta_MFCC_1_Mean,Delta_MFCC_1_Std,Delta_MFCC_2_Mean,Delta_MFCC_2_Std,Delta_MFCC_3_Mean,Delta_MFCC_3_Std,Delta_MFCC_4_Mean,Delta_MFCC_4_Std,Delta_MFCC_5_Mean,Delta_MFCC_5_Std,Delta_MFCC_6_Mean,Delta_MFCC_6_Std,Delta_MFCC_7_Mean,Delta_MFCC_7_Std,Delta_MFCC_8_Mean,Delta_MFCC_8_Std,Delta_MFCC_9_Mean,Delta_MFCC_9_Std,Delta_MFCC_10_Mean,Delta_MFCC_10_Std,Delta_MFCC_11_Mean,Delta_MFCC_11_Std,Delta_MFCC_12_Mean,Delta_MFCC_12_Std,Delta_MFCC_13_Mean,Delta_MFCC_13_Std,Delta2_MFCC_1_Mean,Delta2_MFCC_1_Std,Delta2_MFCC_2_Mean,Delta2_MFCC_2_Std,Delta2_MFCC_3_Mean,Delta2_MFCC_3_Std,Delta2_MFCC_4_Mean,Delta2_MFCC_4_Std,Delta2_MFCC_5_Mean,Delta2_MFCC_5_Std,Delta2_MFCC_6_Mean,Delta2_MFCC_6_Std,Delta2_MFCC_7_Mean,Delta2_MFCC_7_Std,Delta2_MFCC_8_Mean,Delta2_MFCC_8_Std,Delta2_MFCC_9_Mean,Delta2_MFCC_9_Std,Delta2_MFCC_10_Mean,Delta2_MFCC_10_Std,Delta2_MFCC_11_Mean,Delta2_MFCC_11_Std,Delta2_MFCC_12_Mean,Delta2_MFCC_12_Std,Delta2_MFCC_13_Mean,Delta2_MFCC_13_Std,RollOff_Mean,RollOff_Std,Flatness_Mean,Flatness_Std,Contrast_Mean,Contrast_Std,ZCR_Mean,ZCR_Std,Clipping_Rate,Sub300Hz_Noise,Reverb_PeakToMean,Reverb_Decay
126.35201142771945,14.008253538312186,0.04353570726413916,0.11795724944556418,0.1544545292854309,0.15811899304389954,4.259664535522461,-271.20867919921875,70.9253158569336,165.13848876953125,30.63851547241211,-16.401554107666016,33.18342208862305,46.10187911987305,32.63481521606445,6.872855186462402,16.893798828125,-8.391483306884766,14.518489837646484,-0.6395487785339355,12.204659461975098,-45.95867156982422,17.934995651245117,-16.246551513671875,12.851393699645996,-1.9172295331954956,10.913250923156738,-13.799598693847656,10.337584495544434,0.46038249135017395,8.065498352050781,-11.261570930480957,8.844902038574219,0.0535968616604805,12.617159843444824,0.2652721107006073,6.070483207702637,0.06162535026669502,6.454686164855957,-0.23275117576122284,6.699711799621582,0.07134438306093216,3.2330615520477295,0.02703414484858513,2.867631435394287,-0.13186293840408325,1.993149757385254,-0.019890952855348587,3.3680899143218994,-0.03895248845219612,2.2851967811584473,0.05482040345668793,2.1851320266723633,0.05072108283638954,2.0086162090301514,-0.04987938329577446,1.3946313858032227,0.09444470703601837,1.5219508409500122,-0.22388173639774323,9.072212219238281,0.022538218647241592,4.167482376098633,0.09380204975605011,4.035793304443359,-0.174907848238945,4.165882587432861,0.019442537799477577,2.3777594566345215,0.06688681989908218,1.8975400924682617,-0.026809697970747948,1.583513617515564,0.042438212782144547,2.318493604660034,-0.009860647842288017,1.5577647686004639,0.002947914646938443,1.43943452835083,0.026610136032104492,1.323857307434082,-0.026119396090507507,1.0757418870925903,0.013984058983623981,1.0487805604934692,2389.676517571885,734.8628054563276,2.9951449960208265e-06,1.9096240066573955e-05,27.87520273754599,17.640869614812896,0.04249762879392971,0.023458625501371535,0.0,0.3996245265007019,2.0140202045440674,0.9046218395233154
